fiscalYear;period;catAccountingView;catFinancialView;revenue;otherIncome;grossMargin;operatingExpenses;operatingProfit;FinancialResult;EarningsBeforeTax;nonRecurringResult;netProfit
2016;201612;Charges;Exceptionnel;333313.13;37151.15;452232.82;32912.58;167318.99;13284.6;235107.23;-1540.75;67247.15
2022;202210;Charges;Financier;417023.81;13317.19;263844.46;140432.1;141664.55;10542.99;238651.34;-3916.36;220316.85
2016;201601;Charges;Opérationnel;364323.05;5986.99;481856.19;264264.59;313492.65;5682.28;92211.31;-619.52;153615.47
2020;202003;Charges;Opérationnel;196286.67;19797.61;216318.01;275142.91;155991.56;-8797.88;158077.4;4308.65;5492.76
2017;201706;Trésorerie;Exceptionnel;949083.77;18229.96;168509.42;97746.86;167302.14;6979.65;176704.41;4345.97;240886.71
2021;202109;Trésorerie;Exceptionnel;131229.52;27548.04;285123.38;152472.29;177279.0;-9266.42;262287.84;2566.93;26337.21
2023;202303;Produits;Opérationnel;737405.45;21658.86;254371.18;125783.18;336103.16;-3071.1;248717.13;472.27;244679.82
2023;202302;Produits;Exceptionnel;317212.58;7611.85;92422.27;120038.23;34129.51;14573.19;270801.08;14136.52;33363.55
2015;201509;Trésorerie;Opérationnel;781859.71;13516.07;217526.46;59688.83;328690.98;-7793.26;22791.26;-750.35;146960.09
2017;201705;Immobilisations;Opérationnel;628291.31;23393.06;461347.78;216803.54;245116.89;12466.98;267904.49;-2301.83;37657.66
2017;201707;Produits;Exceptionnel;695932.89;13360.35;189905.4;100644.23;236197.4;2625.91;126872.75;14304.67;69156.27
2017;201704;Charges;Non opérationnel;485672.86;41708.16;336784.72;123352.93;59890.21;8025.85;104924.8;5168.28;67347.61
2015;201507;Trésorerie;Exceptionnel;323136.32;7564.2;380432.06;150606.95;235566.83;-4168.62;280753.67;12727.88;206970.75
2018;201805;Produits;Opérationnel;568031.93;39214.14;458152.12;277632.62;139772.47;14062.45;168051.66;9622.38;201527.8
2022;202205;Produits;Opérationnel;738864.14;24415.93;204878.66;217543.26;336095.34;-1845.71;294175.05;11131.81;239668.79
2021;202108;Trésorerie;Opérationnel;894168.58;41400.83;441879.72;195417.27;88622.15;7282.33;256600.23;10868.45;172131.36
2020;202010;Produits;Exceptionnel;129049.14;26516.69;494889.19;258877.76;394238.56;-8673.94;231043.59;5794.01;27311.49
2016;201601;Trésorerie;Financier;876086.79;21393.88;131837.12;229323.15;383380.81;10664.8;54238.61;4681.66;181586.37
2021;202110;Immobilisations;Exceptionnel;625460.37;42736.91;111902.34;26964.69;119371.38;-7215.7;268683.98;-783.2;7637.25
2015;201510;Immobilisations;Exceptionnel;915594.98;12282.26;303659.47;292955.82;340966.44;19365.19;45506.1;5332.34;190125.25
2018;201810;Trésorerie;Opérationnel;340233.37;6395.22;292530.3;53401.51;299479.05;-5335.75;153474.98;-4482.68;219742.6
2020;202002;Trésorerie;Non opérationnel;624058.08;30350.28;87527.44;292863.95;203471.34;-256.47;115272.23;3183.41;170144.83
2021;202111;Produits;Financier;456493.69;13772.19;134427.14;109704.55;163559.44;697.3;43399.38;13365.49;27595.15
2021;202107;Trésorerie;Financier;614556.67;17023.76;204433.38;48957.09;20709.67;10212.84;91662.93;1054.16;193756.34
2021;202107;Trésorerie;Opérationnel;328430.93;48235.06;347546.28;98798.41;24209.82;-9735.32;127159.84;9072.31;226200.67
2017;201710;Immobilisations;Non opérationnel;635718.96;45619.66;210395.8;23409.76;369839.81;-6752.81;237818.54;3551.74;234666.68
2019;201905;Trésorerie;Exceptionnel;860047.18;27891.57;255673.63;73201.16;360300.82;-5465.26;132960.28;8223.61;9713.5
2017;201710;Trésorerie;Exceptionnel;470842.29;20229.85;221841.48;296521.81;156683.2;454.68;150355.65;1673.88;149989.46
2023;202303;Produits;Exceptionnel;768355.24;9000.29;420147.05;142507.69;349331.72;5993.7;20290.63;-1948.18;183865.03
2015;201506;Charges;Opérationnel;420595.45;15845.26;141782.49;28174.34;89460.71;2549.27;179656.73;11375.61;179853.72
2020;202006;Trésorerie;Non opérationnel;604054.94;20828.9;245804.05;248167.79;255236.36;1201.1;121134.13;12096.02;55949.5
2023;202309;Charges;Financier;160403.32;10674.56;493265.94;169591.04;392707.33;16260.6;265861.55;2781.48;18593.55
2024;202405;Charges;Financier;565291.13;8386.59;89999.44;131635.12;10430.25;13668.32;260256.34;-2375.26;119199.89
2022;202204;Produits;Exceptionnel;390969.91;26098.36;135225.09;178483.21;126450.12;-2120.48;104835.51;-3143.26;35840.44
2023;202312;Produits;Financier;487398.8;6882.55;93277.33;154313.79;345558.27;7777.09;65542.53;2872.54;240590.9
2020;202002;Produits;Non opérationnel;686453.39;26067.29;197980.29;270328.27;284824.18;-9647.5;107956.04;-1089.43;98239.89
2017;201702;Produits;Opérationnel;923827.73;47589.58;474647.61;48630.78;243636.02;3938.52;204133.55;-3411.3;93976.49
2019;201910;Charges;Exceptionnel;542946.84;2059.32;200585.74;235836.55;94611.72;-6261.95;274407.85;4238.33;51871.37
2024;202407;Produits;Non opérationnel;375973.36;5358.59;156156.35;125548.83;321265.46;6776.84;24626.16;6451.01;175063.78
2015;201503;Charges;Non opérationnel;491749.9;38527.02;130740.86;72050.86;18956.0;15010.25;77825.93;8828.72;194984.21
2021;202104;Immobilisations;Financier;767192.93;46564.92;410068.61;80621.43;167302.96;5301.47;20070.92;10514.84;122303.35
2022;202203;Trésorerie;Financier;338671.49;31012.08;231389.35;135392.0;235760.21;4660.34;277725.36;14653.2;73771.53
2024;202411;Charges;Opérationnel;295524.02;17158.37;271656.64;255834.75;186787.16;12933.26;184524.57;11919.72;195048.91
2016;201609;Produits;Non opérationnel;579903.04;9854.0;307982.74;274117.0;166298.48;-534.38;210111.4;2209.91;206029.57
2021;202104;Charges;Financier;982374.86;35620.21;98165.33;80535.52;269648.94;-8007.98;162777.65;-2947.57;216597.65
2015;201507;Immobilisations;Non opérationnel;232714.57;16016.88;328703.13;118788.22;288428.96;6940.66;175504.65;7826.6;142295.72
2015;201509;Immobilisations;Financier;268636.92;28339.71;371033.52;69289.98;384942.51;-6078.77;219879.81;5511.81;230970.96
2023;202301;Produits;Financier;649334.19;30315.53;115630.34;20381.03;85727.88;-8188.89;62581.05;6340.7;220375.78
2023;202311;Charges;Financier;769745.0;26684.52;287217.82;272773.12;383011.75;-6244.08;228536.81;-2342.78;128183.52
2024;202408;Immobilisations;Financier;459556.5;22246.9;369122.68;105744.18;263203.13;13031.44;154618.7;756.98;11445.66
2015;201512;Charges;Financier;717534.31;33611.2;183332.5;123542.68;153187.39;119.54;274840.97;12657.95;170199.99
2018;201807;Trésorerie;Opérationnel;921537.96;22207.58;295008.2;85723.53;58099.11;5720.14;35081.2;-4411.69;92831.82
2019;201903;Immobilisations;Opérationnel;257536.54;43537.34;400467.58;212070.14;68016.66;16239.06;82038.26;6548.91;238028.44
2023;202303;Trésorerie;Opérationnel;481689.41;3215.5;198369.33;87820.27;53204.47;18703.74;97253.45;-4600.42;168509.42
2022;202205;Trésorerie;Non opérationnel;110680.71;25453.41;212945.83;159318.5;131265.34;-6183.85;272717.08;12926.11;214664.51
2015;201501;Charges;Opérationnel;470441.09;20153.68;251146.58;201150.98;201696.05;15312.91;238670.52;9354.98;60630.79
2015;201510;Immobilisations;Exceptionnel;868736.9;7436.24;300320.57;98609.32;168983.74;20.97;38249.32;14114.71;203802.04
2017;201712;Trésorerie;Non opérationnel;901299.08;2452.48;223560.91;264575.44;117058.18;10879.9;90209.11;-1950.54;130529.11
2020;202004;Immobilisations;Non opérationnel;605450.58;31275.12;150394.6;266311.07;135000.38;-5248.7;223545.88;11211.94;235690.59
2024;202402;Charges;Opérationnel;953807.28;13969.49;140024.21;117026.38;367240.2;-4063.72;85425.26;234.24;24252.89
2016;201609;Immobilisations;Non opérationnel;876038.75;20249.87;495179.87;28463.77;236819.66;15354.36;191305.89;-818.4;166131.45
2019;201901;Produits;Exceptionnel;172372.8;27121.19;305644.32;215905.25;162219.47;5385.6;129922.9;-2218.88;102747.75
2020;202010;Charges;Opérationnel;451333.59;1180.86;99053.6;282785.37;275048.57;-8235.09;193398.23;3610.08;115982.88
2024;202401;Trésorerie;Exceptionnel;637054.04;28221.8;313627.05;37580.7;68173.07;11691.05;51611.83;9344.41;160875.16
2019;201902;Charges;Non opérationnel;225422.82;11131.99;290445.3;216912.46;26269.44;2202.68;102957.17;7971.56;196480.74
2016;201612;Charges;Non opérationnel;992958.49;44506.59;425120.75;253139.38;85373.92;16226.13;151875.91;1231.89;120053.14
2023;202304;Immobilisations;Non opérationnel;983649.41;11935.29;74415.82;221694.61;283395.35;-737.22;25953.73;-2483.05;8264.52
2022;202210;Charges;Exceptionnel;770121.12;20042.06;444502.02;130594.96;288898.8;-2303.82;55393.05;8419.99;235766.82
2018;201808;Produits;Financier;808059.58;20817.87;220646.54;133821.96;189739.57;13016.96;147096.82;-852.46;104525.43
2016;201608;Charges;Exceptionnel;746477.76;45972.85;83741.98;92680.54;314738.85;7297.21;116251.32;13108.19;64234.98
2021;202111;Charges;Opérationnel;700980.86;19306.9;313039.32;109911.46;106612.08;3802.0;234195.82;9906.44;154675.97
2015;201506;Immobilisations;Exceptionnel;765465.87;33081.98;277459.38;178719.14;44214.22;-6902.93;40498.58;9159.58;59734.97
2016;201611;Charges;Financier;591004.51;49362.42;393510.6;218880.91;115700.55;15157.96;199449.32;13930.01;203860.75
2015;201512;Charges;Opérationnel;825776.4;33044.13;447988.9;181946.03;299850.32;5135.15;118152.76;14462.66;107798.99
2024;202412;Immobilisations;Exceptionnel;329544.74;36960.06;114461.21;79360.34;207537.42;19760.84;36251.6;10694.76;200960.93
2017;201705;Trésorerie;Opérationnel;826617.47;48844.21;202666.45;204445.44;344024.47;-7180.39;44490.11;10247.47;100670.79
2017;201709;Immobilisations;Exceptionnel;355811.6;22563.99;139527.59;45866.0;280188.79;1661.89;124523.94;11287.33;157810.57
2020;202008;Produits;Financier;352956.65;14059.04;426401.48;43149.95;302617.18;6186.59;203765.19;-4204.83;133806.18
2018;201809;Produits;Financier;887743.27;30311.02;58330.63;26451.34;11287.15;-8619.88;63195.2;5725.0;246375.98
2021;202111;Charges;Financier;464301.53;32046.44;201682.57;129391.16;190581.85;16374.85;243114.01;-3564.52;185046.53
2017;201704;Charges;Opérationnel;921122.12;4381.6;156562.16;38537.84;221777.97;18286.64;121205.61;499.88;142861.13
2017;201703;Trésorerie;Financier;258225.46;47965.81;75088.14;295197.5;393701.49;6700.22;61371.58;9320.73;53094.15
2022;202207;Immobilisations;Non opérationnel;703265.85;19086.8;156082.38;161318.77;170340.85;-5603.71;173576.17;13698.74;72964.81
2016;201607;Produits;Non opérationnel;854664.05;23944.65;137037.05;219285.09;106171.23;11941.3;144669.74;7610.33;94304.98
2022;202208;Trésorerie;Exceptionnel;414235.96;36564.51;307127.88;71987.35;111953.78;19037.0;115458.81;9674.6;168380.06
2019;201912;Charges;Exceptionnel;109488.41;36064.73;406190.77;249599.05;69402.5;-9836.04;221015.51;2794.52;68422.0
2022;202210;Trésorerie;Financier;549972.3;10170.76;276935.42;167758.31;151465.13;-2322.23;54614.92;674.01;63886.0
2023;202303;Charges;Exceptionnel;920063.57;23196.94;241329.45;175702.51;380333.17;7813.02;192443.87;-2471.75;224209.57
2019;201905;Immobilisations;Non opérationnel;203177.62;43961.32;101676.53;66586.12;278934.92;3610.73;202512.2;6200.48;246463.33
2020;202005;Trésorerie;Opérationnel;288241.53;39235.44;338172.86;172139.76;220981.82;-95.51;59946.74;11212.64;19611.13
2017;201702;Charges;Non opérationnel;493145.67;40858.79;347375.04;172933.74;125505.49;-3639.19;75141.49;2324.78;13117.9
2018;201809;Charges;Opérationnel;800136.71;30115.33;70190.54;256325.17;44371.42;5383.66;154041.31;-595.23;110390.64
2019;201904;Charges;Exceptionnel;658704.05;22891.55;358810.94;30068.83;136294.06;10052.04;119161.88;-802.49;154556.13
2016;201604;Produits;Opérationnel;712058.33;17864.3;306487.2;163868.51;109148.09;12211.54;276865.11;-1993.47;8974.17
2024;202410;Charges;Non opérationnel;586263.37;31783.49;457786.89;230305.95;212061.84;-4161.23;97103.0;5986.74;96421.72
2018;201812;Produits;Non opérationnel;858498.03;11736.79;312796.69;55463.51;251050.69;-6972.39;145951.46;3982.2;160370.12
2017;201704;Immobilisations;Financier;278851.46;37492.87;62474.85;295401.18;294021.41;16059.39;33311.31;4237.73;36256.19
2017;201706;Charges;Non opérationnel;426713.3;49612.04;162094.68;284746.16;156576.37;-3379.06;53317.7;-4253.72;26008.1
2019;201911;Immobilisations;Exceptionnel;861091.96;14202.77;374292.56;253018.55;377990.27;6402.82;181553.96;13925.59;40222.39
2015;201509;Charges;Exceptionnel;372206.91;27529.84;110675.19;280085.14;92487.6;16174.69;110752.52;-975.21;61155.3
2016;201601;Trésorerie;Exceptionnel;626867.18;45418.39;488342.26;257337.14;327102.29;10702.68;284606.62;-1757.36;91916.96
2016;201610;Immobilisations;Non opérationnel;936697.33;39983.47;319759.0;141494.24;275523.24;18950.12;176385.76;804.41;56950.74
2015;201507;Charges;Financier;448557.59;15091.15;314766.82;257540.22;325513.29;18911.24;187311.27;11405.07;126318.6
2020;202004;Charges;Non opérationnel;838627.33;32135.27;439362.36;194195.24;137718.97;2901.63;229236.23;545.44;80647.56
2016;201607;Trésorerie;Financier;635293.74;46129.15;146768.33;187818.0;20943.64;-5955.06;75283.41;-1562.7;110537.94
2015;201502;Charges;Non opérationnel;110301.45;16826.27;57824.58;253261.91;312618.68;-7779.65;97185.41;10557.33;75711.94
2024;202411;Trésorerie;Exceptionnel;656331.28;3478.86;436426.01;57463.12;170498.68;10191.51;230243.93;7496.33;127777.37
2023;202308;Produits;Non opérationnel;457444.83;8275.67;319264.1;143875.78;398145.06;6844.68;110559.36;-1654.42;46270.69
2018;201803;Trésorerie;Exceptionnel;105940.99;30671.37;204715.29;200170.16;199290.82;15675.25;37241.69;7753.25;50550.61
2024;202406;Charges;Exceptionnel;642287.93;21650.02;423585.49;239210.85;187259.01;10696.88;105368.88;1709.73;101093.45
2021;202101;Produits;Opérationnel;564911.54;6438.18;350075.15;44426.89;225871.43;-3735.31;240192.31;3587.53;163231.51
2024;202406;Trésorerie;Opérationnel;913636.46;22292.74;364837.87;276569.17;342413.44;-3860.52;228819.19;7175.4;73401.36
2016;201602;Produits;Non opérationnel;453566.15;2603.29;212280.58;75913.74;321989.96;-1784.67;218516.98;2020.74;63938.96
2018;201808;Immobilisations;Exceptionnel;696365.44;5115.37;425260.98;57402.37;103115.24;8711.45;40927.9;4576.97;194492.15
2016;201609;Charges;Financier;994279.77;43556.29;239905.4;76004.4;98286.97;-9632.31;210825.51;-3594.06;146817.47
2021;202106;Immobilisations;Non opérationnel;864556.49;14809.77;417480.27;269217.92;77579.51;6205.98;48634.39;-4891.07;65515.57
2016;201603;Immobilisations;Opérationnel;934179.33;22397.59;117206.18;35023.83;72829.37;3100.9;126443.71;11455.13;101494.57
2018;201804;Immobilisations;Financier;584097.34;21705.4;349013.6;57475.64;227580.21;23.15;91332.09;382.28;69695.98
2015;201511;Immobilisations;Opérationnel;386627.58;12492.08;476254.15;267417.64;255718.92;-1582.59;131354.83;8301.72;105237.15
2019;201911;Trésorerie;Exceptionnel;912682.75;13933.86;203026.22;150877.42;360579.38;-5543.32;233109.63;6034.65;65373.29
2020;202012;Immobilisations;Non opérationnel;610777.95;8654.32;118786.19;213333.92;53153.68;8813.3;57651.74;-327.29;241484.81
2018;201808;Immobilisations;Financier;917548.43;2967.61;234332.94;141046.59;109891.87;17809.9;49651.04;11213.47;124012.82
2018;201812;Immobilisations;Financier;420931.17;29366.72;69358.65;73459.33;120726.04;-9761.16;203032.14;11790.8;146508.61
2024;202406;Produits;Exceptionnel;952315.2;23076.47;431433.27;208275.77;383624.09;8892.16;51961.51;3597.63;74189.58
2021;202104;Trésorerie;Non opérationnel;145516.06;44289.67;164852.08;183370.46;70077.91;17374.55;296862.98;-1871.07;99952.15
2016;201609;Produits;Financier;397874.87;34264.82;330926.64;81138.13;385669.59;10458.94;252963.9;3995.76;159797.4
2021;202111;Trésorerie;Opérationnel;197672.03;44151.37;272780.25;72208.19;50542.08;11745.35;114329.39;10342.76;219234.41
2023;202306;Charges;Financier;610085.53;30112.94;414252.84;87208.03;300994.05;-4560.02;195417.59;13362.52;27260.18
2024;202409;Immobilisations;Opérationnel;778310.98;41872.67;236285.37;123431.38;92010.24;9877.04;95738.05;8218.54;38440.94
2024;202409;Trésorerie;Financier;570211.72;24629.86;191826.62;157086.49;356235.3;18467.09;208555.54;6082.36;88546.14
2019;201906;Produits;Exceptionnel;907574.04;32495.17;151572.67;45252.14;61207.77;5406.24;108417.0;-2907.07;232009.17
2024;202401;Charges;Opérationnel;992427.42;7576.71;98364.04;152210.38;332649.98;6336.08;105379.77;3982.3;85837.86
2020;202005;Immobilisations;Financier;444776.97;42955.9;150884.59;167411.55;296226.62;19253.47;131199.39;5175.78;43510.5
2024;202407;Produits;Non opérationnel;901067.49;4695.96;281456.98;162726.94;105549.95;17647.42;246116.2;7239.25;142034.02
2020;202009;Trésorerie;Exceptionnel;748760.51;7198.43;221113.37;141114.85;45119.79;18800.12;179387.15;2392.52;13023.91
2024;202401;Charges;Non opérationnel;206711.51;22278.67;251189.56;222616.45;256774.55;-4062.46;33337.09;7127.04;249918.26
2021;202105;Trésorerie;Exceptionnel;954432.7;31811.82;289474.29;256266.38;110346.65;6788.17;194329.07;4417.94;68133.23
2020;202011;Charges;Financier;942191.11;42369.57;78007.1;234849.15;111197.18;9442.43;260807.46;14857.11;202859.85
2023;202305;Produits;Exceptionnel;213868.53;12964.94;90568.99;269561.8;271027.74;-7241.28;261417.18;4862.97;45652.02
2023;202311;Charges;Opérationnel;582641.66;28716.28;83383.45;157697.59;144394.31;3870.31;116038.36;3608.08;222813.47
2016;201609;Charges;Financier;380690.52;27375.89;468283.44;255903.44;339246.8;-3571.05;207313.59;-3610.7;211720.24
2023;202307;Immobilisations;Non opérationnel;631202.54;21635.55;426049.09;264193.06;123725.31;17352.92;21461.57;-1777.66;219547.75
2023;202302;Immobilisations;Opérationnel;968884.4;26099.85;405339.52;279862.21;390354.11;16631.45;146201.13;8874.67;149132.48
2022;202201;Immobilisations;Exceptionnel;374937.22;40508.18;396662.2;265874.39;249254.43;10116.21;214213.83;-4966.03;35482.88
2017;201708;Trésorerie;Non opérationnel;807739.14;27366.73;323517.05;117685.83;219549.93;3056.98;115343.19;13758.64;15567.2
2023;202307;Produits;Non opérationnel;107952.68;10380.65;327689.76;38213.25;287451.53;581.5;127870.83;-4570.24;210325.27
2023;202306;Charges;Exceptionnel;896828.29;30017.24;430546.33;176131.26;297683.12;-1750.99;105214.82;2721.82;64804.46
2019;201902;Immobilisations;Financier;807814.88;34037.63;187768.48;105385.48;342143.49;-3537.53;24260.22;6159.28;100143.56
2019;201908;Immobilisations;Non opérationnel;351961.15;48609.43;445159.17;254914.73;395450.94;-688.55;19219.58;13684.19;34111.17
2023;202302;Immobilisations;Opérationnel;597144.64;16606.76;99004.25;106989.63;215223.81;909.77;57130.16;13153.38;26030.05
2019;201904;Immobilisations;Non opérationnel;219939.86;31319.72;109285.28;237973.84;50389.98;15471.04;215252.93;8997.9;208671.71
2019;201902;Immobilisations;Opérationnel;993979.41;40591.89;237690.94;242555.6;176664.79;17993.22;107118.63;11733.87;169251.47
2017;201703;Charges;Financier;785428.78;43632.81;289406.51;215718.25;362595.02;2642.51;233191.54;966.88;213629.19
2023;202304;Produits;Opérationnel;246574.86;9284.0;331439.72;145693.98;346007.59;11021.66;46604.6;-1716.52;107059.44
2019;201908;Charges;Non opérationnel;519475.96;45218.35;137920.43;263080.2;144571.32;15352.45;230391.69;4646.22;27802.49
